80	alpha:	0.050000	beta:	1.000000	rho:	-0.330000	Vv:	0.250000	D:	1.000000
0.080100	0.050000	15.000000	0.083816	1	0.051164
0.080100	0.050000	15.000000	0.076323	1	0.058726
0.080100	0.050000	15.000000	0.083299	1	0.049608
0.080100	0.050000	15.000000	0.076381	1	0.049833
0.080100	0.050000	15.000000	0.080131	1	0.053032
0.080100	0.050000	15.000000	0.075559	1	0.060244
0.080100	0.050000	15.000000	0.081822	1	0.053397
0.080100	0.050000	15.000000	0.084491	1	0.048430
0.080100	0.050000	15.000000	0.076976	1	0.056106
0.080100	0.050000	15.000000	0.075595	1	0.057436
0.080100	0.050000	15.000000	0.078678	1	0.049343
0.080100	0.050000	15.000000	0.073945	1	0.055157
0.080100	0.050000	15.000000	0.089074	1	0.052399
0.080100	0.050000	15.000000	0.087284	1	0.049296
0.080100	0.050000	15.000000	0.072409	1	0.058633
0.080100	0.050000	15.000000	0.079519	1	0.050283
0.080100	0.050000	15.000000	0.080610	1	0.049811
0.080100	0.050000	15.000000	0.077622	1	0.051544
0.080100	0.050000	15.000000	0.077303	1	0.056769
0.080100	0.050000	15.000000	0.077671	1	0.049716
0.080100	0.050000	15.000000	0.083919	1	0.051925
0.080100	0.050000	15.000000	0.077698	1	0.051741
0.080100	0.050000	15.000000	0.076318	1	0.057704
0.080100	0.050000	15.000000	0.080669	1	0.053534
0.080100	0.050000	15.000000	0.078972	1	0.051052
0.080100	0.050000	15.000000	0.078800	1	0.056522
0.080100	0.050000	15.000000	0.079710	1	0.053655
0.080100	0.050000	15.000000	0.078091	1	0.050138
0.080100	0.050000	15.000000	0.079858	1	0.053092
0.080100	0.050000	15.000000	0.080841	1	0.051306
0.080100	0.050000	15.000000	0.072170	1	0.055319
0.080100	0.050000	15.000000	0.073875	1	0.055558
0.080100	0.050000	15.000000	0.080806	1	0.056926
0.080100	0.050000	15.000000	0.079582	1	0.056651
0.080100	0.050000	15.000000	0.086314	1	0.052292
0.080100	0.050000	15.000000	0.072440	1	0.052882
0.080100	0.050000	15.000000	0.078453	1	0.053439
0.080100	0.050000	15.000000	0.079869	1	0.050941
0.080100	0.050000	15.000000	0.079454	1	0.044244
0.080100	0.050000	15.000000	0.085111	1	0.049138
0.080100	0.050000	15.000000	0.083625	1	0.048131
0.080100	0.050000	15.000000	0.081416	1	0.052664
0.080100	0.050000	15.000000	0.075130	1	0.053242
0.080100	0.050000	15.000000	0.083095	1	0.052400
0.080100	0.050000	15.000000	0.085347	1	0.052103
0.080100	0.050000	15.000000	0.077095	1	0.056374
0.080100	0.050000	15.000000	0.071700	1	0.065642
0.080100	0.050000	15.000000	0.073369	1	0.062819
0.080100	0.050000	15.000000	0.081527	1	0.055011
0.080100	0.050000	15.000000	0.086607	1	0.048514
0.080100	0.050000	15.000000	0.074165	1	0.055698
0.080100	0.050000	15.000000	0.079263	1	0.053163
0.080100	0.050000	15.000000	0.076722	1	0.058936
0.080100	0.050000	15.000000	0.075678	1	0.052805
0.080100	0.050000	15.000000	0.080562	1	0.050683
0.080100	0.050000	15.000000	0.084220	1	0.053540
0.080100	0.050000	15.000000	0.082796	1	0.043967
0.080100	0.050000	15.000000	0.078294	1	0.053631
0.080100	0.050000	15.000000	0.073913	1	0.060095
0.080100	0.050000	15.000000	0.082780	1	0.047443
0.080100	0.050000	15.000000	0.075091	1	0.054720
0.080100	0.050000	15.000000	0.080012	1	0.057137
0.080100	0.050000	15.000000	0.075061	1	0.051409
0.080100	0.050000	15.000000	0.071728	1	0.061742
0.080100	0.050000	15.000000	0.081782	1	0.054531
0.080100	0.050000	15.000000	0.075045	1	0.052137
0.080100	0.050000	15.000000	0.079828	1	0.051408
0.080100	0.050000	15.000000	0.082550	1	0.056076
0.080100	0.050000	15.000000	0.083701	1	0.049578
0.080100	0.050000	15.000000	0.082674	1	0.050332
0.080100	0.050000	15.000000	0.080980	1	0.051212
0.080100	0.050000	15.000000	0.082330	1	0.048143
0.080100	0.050000	15.000000	0.082813	1	0.049272
0.080100	0.050000	15.000000	0.077025	1	0.051304
0.080100	0.050000	15.000000	0.078013	1	0.052080
0.080100	0.050000	15.000000	0.079201	1	0.057370
0.080100	0.050000	15.000000	0.089160	1	0.055408
0.080100	0.050000	15.000000	0.082791	1	0.051761
0.080100	0.050000	15.000000	0.069345	1	0.059035
0.080100	0.050000	15.000000	0.079504	1	0.052837
